title,author,abstract,url,pages,doi,bibkey
Assessing extremes in hydroclimatology: A review on probabilistic methods,"Sofia D. Nerantzaki, Simon Michael Papalexiou, ","• Comprehensive and extended review on probabilistic methods for hydroclimatic extremes. • Synthesis of methods used in analyses of extremes in precipitation, streamflow and temperature. • Over 20 probability distribution estimation methods in 25 comparative studies reviewed. • Identification of most promising contemporary probabilistic methods. Here we review methods used for probabilistic analysis of extreme events in Hydroclimatology. We focus on streamflow, precipitation, and temperature extremes at regional and global scales. The review has four thematic sections: (1) probability distributions used to describe hydroclimatic extremes, (2) comparative studies of parameter estimation methods, (3) non-stationarity approaches, and (4) model selection tools. Synthesis of the literature shows that: (1) recent studies, in general, agree that precipitation and streamflow extremes should be described by heavy-tailed distributions, (2) the Method of Moments (MOM) is typically the first choice in estimating distribution parameters but it is outperformed by methods such as L-Moments (LM), Maximum Likelihood (ML), Least Squares (LS), and Bayesian Markov Chain Monte Carlo (BMCMC), (3) there are less popular parameter estimation techniques such as the Maximum Product of Spacings (MPS), the Elemental Percentile (EP), and the Minimum Density Power Divergence Estimator (MDPDE) that have shown competitive performance in fitting extreme value distributions, and (4) non-stationary analyses of extreme events are gaining popularity; the ML is the typically used method, yet literature suggests that the Generalized Maximum Likelihood (GML) and the Weighted Least Squares (WLS) may be better alternatives. The review offers a synthesis of past and contemporary methods used in the analysis of hydroclimatic extremes, aiming to highlight their strengths and weaknesses. Finally, the comparative studies summary helps the reader identify the most suitable modeling framework for their analyses, based on the extreme hydroclimatic variables, sample sizes, locations, and evaluation metrics reviewed.",G22-29002,127302,10.1016/j.jhydrol.2021.127302,Nerantzaki-2022-Assessing
Impacts of Wastewater Effluent Pharmaceuticals in Darter (Etheostoma Sp.) Brains in the Grand River on Scavenging Antioxidative Enzymes,"Nicole  L. Gauvreau, Leslie  M. Bragg, Hadi Dhiyebi, Mark  R. Servos, Paul Craig, ",,G22-30001,,10.2139/ssrn.4053548,Gauvreau-2022-Impacts
Human Influence on the 2021 British Columbia Floods,"Nathan P. Gillett, Alex J. Cannon, Elizaveta Malinina, Markus A. Schnorbus, Faron S. Anslow, Qiaohong Sun, Megan C. Kirchmeier-Young, Francis W. Zwiers, Christian Seiler, Xuebin Zhang, Greg Flato, Hui Wan, Guilong Li, Armel Castellan, ",,G22-30002,,10.2139/ssrn.4025205,Gillett-2022-Human
Exacerbated heat in large Canadian cities,"Chandra Rupa Rajulapati, Rohan Kumar Gaddam, Sofia D. Nerantzaki, Simon Michael Papalexiou, Alex J. Cannon, Martyn P. Clark, ","Extreme temperature is a major threat to urban populations; thus, it is crucial to understand future changes to plan adaptation and mitigation strategies. We assess historical and CMIP6 projected trends of minimum and maximum temperatures for the 18 most populated Canadian cities. Temperatures increase (on average 0.3°C/decade) in all cities during the historical period (1979–2014), with Prairie cities exhibiting lower rates (0.06°C/decade). Toronto (0.5°C/decade) and Montreal (0.7°C/decade) show high increasing trends in the observation period. Higher-elevation cities, among those with the same population, show slower increasing temperature rates compared to the coastal ones. Projections for cities in the Prairies show 12% more summer days compared to the other regions. The number of heat waves (HWs) increases for all cities, in both the historical and future periods; yet alarming increases are projected for Vancouver, Victoria, and Halifax from no HWs in the historical period to approximately 4 HWs/year on average, towards the end of 2100 for the SSP5–8.5. The cold waves reduce considerably for all cities in the historical period at a rate of 2 CWs/decade on average and are projected to further reduce by 50% compared to the observed period. • CMIP6 simulations for extreme temperature estimation of the largest Canadian cities. • Prairies' cities exhibit a lower rate of temperature increase compared to the cities in Great lakes in observation period. • Cities in Prairies are projected to have 12% more summer days than the rest of the cities. • The number of heat waves increases significantly, especially for Vancouver, Victoria, and Halifax. • Cold waves are expected to decrease by 50% in future.",G22-31001,101097,10.1016/j.uclim.2022.101097,Rajulapati-2022-Exacerbated
Modelling of ice jam floods under past and future climates: A review,"Prabin Rokaya, Karl-Erich Lindenschmidt, Al Pietroniro, Martyn P. Clark, ","• The probable impacts of future climate on ice-jam floods are discussed. • Practical suggestions for modelling ice-jam floods under both past and future climates are provided. • Research opportunities that could lead to further improvements in ice-jam flood modelling and prediction are presented. Ice-jam floods (IJFs) are a key concern in cold-region environments, where seasonal effects of river ice formation and break-up can have substantial impacts on flooding processes. Different statistical, machine learning, and process-based models have been developed to simulate IJF events in order to improve our understanding of river ice processes, to quantify potential flood magnitudes and backwater levels, and to undertake risk analysis under a changing climate. Assessment of IJF risks under future climate is limited due to constraints related to model input data. However, given the broad economic and environmental significance of IJFs and their sensitivity to a changing climate, robust modelling frameworks that can incorporate future climatic changes, and produce reliable scenarios of future IJF risks are needed. In this review paper, we discuss the probable impacts of future climate on IJFs and provide suggestions on modelling IJFs under both past and future climates. We also make recommendations around existing approaches and highlight some data and research opportunities, that could lead to further improvements in IJF modelling and prediction.",G22-32001,100120,10.1016/j.hydroa.2022.100120,Rokaya-2022-Modelling
Incorporating Aleatoric Uncertainties in Lake Ice Mapping Using RADARSAT–2 SAR Images and CNNs,"Nastaran Saberi, K. Andrea Scott, Claude R. Duguay, ","With the increasing availability of SAR imagery in recent years, more research is being conducted using deep learning (DL) for the classification of ice and open water; however, ice and open water classification using conventional DL methods such as convolutional neural networks (CNNs) is not yet accurate enough to replace manual analysis for operational ice chart mapping. Understanding the uncertainties associated with CNN model predictions can help to quantify errors and, therefore, guide efforts on potential enhancements using more–advanced DL models and/or synergistic approaches. This paper evaluates an approach for estimating the aleatoric uncertainty [a measure used to identify the noise inherent in data] of CNN probabilities to map ice and open water with a custom loss function applied to RADARSAT–2 HH and HV observations. The images were acquired during the 2014 ice season of Lake Erie and Lake Ontario, two of the five Laurentian Great Lakes of North America. Operational image analysis charts from the Canadian Ice Service (CIS), which are based on visual interpretation of SAR imagery, are used to provide training and testing labels for the CNN model and to evaluate the accuracy of the model predictions. Bathymetry, as a variable that has an impact on the ice regime of lakes, was also incorporated during model training in supplementary experiments. Adding aleatoric loss and bathymetry information improved the accuracy of mapping water and ice. Results are evaluated quantitatively (accuracy metrics) and qualitatively (visual comparisons). Ice and open water scores were improved in some sections of the lakes by using aleatoric loss and including bathymetry. In Lake Erie, the ice score was improved by ∼2 on average in the shallow near–shore zone as a result of better mapping of dark ice (low backscatter) in the western basin. As for Lake Ontario, the open water score was improved by ∼6 on average in the deepest profundal off–shore zone.",G22-33001,644,10.3390/rs14030644,Saberi-2022-Incorporating
EM-Earth: The Ensemble Meteorological Dataset for Planet Earth,"Guoqiang Tang, Martyn P. Clark, Simon Michael Papalexiou, ","Abstract Gridded meteorological estimates are essential for many applications. Most existing meteorological datasets are deterministic and have limitations in representing the inherent uncertainties from both the data and methodology used to create gridded products. We develop the Ensemble Meteorological Dataset for Planet Earth (EM-Earth) for precipitation, mean daily temperature, daily temperature range, and dewpoint temperature at 0.1° spatial resolution over global land areas from 1950 to 2019. EM-Earth provides hourly/daily deterministic estimates, and daily probabilistic estimates (25 ensemble members), to meet the diverse requirements of hydrometeorological applications. To produce EM-Earth, we first developed a station-based Serially Complete Earth (SC-Earth) dataset, which removes the temporal discontinuities in raw station observations. Then, we optimally merged SC-Earth station data and ERA5 estimates to generate EM-Earth deterministic estimates and their uncertainties. The EM-Earth ensemble members are produced by sampling from parametric probability distributions using spatiotemporally correlated random fields. The EM-Earth dataset is evaluated by leave-one-out validation, using independent evaluation stations, and comparing it with many widely used datasets. The results show that EM-Earth is better in Europe, North America, and Oceania than in Africa, Asia, and South America, mainly due to differences in the available stations and differences in climate conditions. Probabilistic spatial meteorological datasets are particularly valuable in regions with large meteorological uncertainties, where almost all existing deterministic datasets face great challenges in obtaining accurate estimates.",G22-34001,E996-E1018,10.1175/bams-d-21-0106.1,Tang-2022-EM-Earth:
Buffalo Pound Lake—Modelling Water Resource Management Scenarios of a Large Multi-Purpose Prairie Reservoir,"Julie A. Terry, John-Mark Davies, Karl-Erich Lindenschmidt, ","Water quality models are an emerging tool in water management to understand and inform decisions related to eutrophication. This study tested flow scenario effects on the water quality of Buffalo Pound Lake—a eutrophic reservoir supplying water for approximately 25% of Saskatchewan’s population. The model CE-QUAL-W2 was applied to assess the impact of inter-basin water diversion after the impounded lake received high inflows from local runoff. Three water diversion scenarios were tested: continuous flow, immediate release after nutrient loading increased, and a timed release initiated when water levels returned to normal operating range. Each scenario was tested at three different transfer flow rates. The transfers had a dilution effect but did not affect the timing of the nutrient peaks in the upstream portion of the lake. In the lake’s downstream section, nutrients peaked at similar concentrations as the base model, but peaks arrived earlier in the season and attenuated rapidly. Results showed greater variation among scenarios in wet years compared to dry years. Dependent on the timing and quantity of water transferred, some but not all water quality parameters are predicted to improve along with the water diversion flows over the period tested. The results suggest that it is optimal to transfer water while local watershed runoff is minimal.",G22-35001,584,10.3390/w14040584,Terry-2022-Buffalo
Hydrologic Model Sensitivity to Temporal Aggregation of Meteorological Forcing Data: A Case Study for the Contiguous United States,"Ashley E. Van Beusekom, Lauren E. Hay, Andrew F. Bennett, Young Don Choi, Martyn P. Clark, J. L. Goodall, Zhiyu Li, Iman Maghami, Bart Nijssen, Andrew R. Wood, ","Abstract Surface meteorological analyses are an essential input (termed “forcing”) for hydrologic modeling. This study investigated the sensitivity of different hydrologic model configurations to temporal variations of seven forcing variables (precipitation rate, air temperature, longwave radiation, specific humidity, shortwave radiation, wind speed, and air pressure). Specifically, the effects of temporally aggregating hourly forcings to hourly daily average forcings were examined. The analysis was based on 14 hydrological outputs from the Structure for Unifying Multiple Modeling Alternatives (SUMMA) model for the 671 Catchment Attributes and Meteorology for Large-Sample Studies (CAMELS) basins across the contiguous United States (CONUS). Results demonstrated that the hydrologic model sensitivity to temporally aggregating the forcing inputs varies across model output variables and model locations. We used Latin hypercube sampling to sample model parameters from eight combinations of three influential model physics choices (three model decisions with two options for each decision, i.e., eight model configurations). Results showed that the choice of model physics can change the relative influence of forcing on model outputs and the forcing importance may not be dependent on the parameter space. This allows for model output sensitivity to forcing aggregation to be tested prior to parameter calibration. More generally, this work provides a comprehensive analysis of the dependence of modeled outcomes on input forcing behavior, providing insight into the regional variability of forcing variable dominance on modeled outputs across CONUS.",G22-36001,167-183,10.1175/jhm-d-21-0111.1,Van Beusekom-2022-Hydrologic
Climate change impacts on ice jam behavior in an inland delta: a new ice jam projection framework,"Fan Zhang, Mohamed Elshamy, Karl-Erich Lindenschmidt, ",,G22-37001,,10.1007/s10584-022-03312-3,Zhang-2022-Climate
"Agricultural phosphorus surplus trajectories for Ontario, Canada (1961–2016), and erosional export risk","Tamara L. Van Staden, K. J. Van Meter, Nandita B. Basu, Chris G. Parsons, Zahra Akbarzadeh, Philippe Van Cappellen, ","Management strategies aimed at reducing nutrient enrichment of surface waters may be hampered by nutrient legacies that have accumulated in the landscape. Here, we apply the Net Anthropogenic Phosphorus Input (NAPI) model to reconstruct the historical phosphorus (P) input trajectories for the province of Ontario, which encompasses the Canadian portion of the drainage basin of the Laurentian Great Lakes (LGL). NAPI considers P inputs from detergent, human and livestock waste, fertilizer inputs, and P outputs by crop uptake. During the entire time period considered, from 1961 to 2016, Ontario experienced positive annual NAPI values. Despite a generally downward NAPI trend since the late 1970s, the lower LGL, especially Lake Erie, continue to be plagued by algal blooms. When comparing NAPI results and river monitoring data for the period 2003 to 2013, P discharged by Canadian rivers into Lake Erie only accounts for 12.5% of the NAPI supplied to the watersheds' agricultural areas. Thus, over 85% of the agricultural NAPI is retained in the watersheds where it contributes to a growing P legacy, primarily as soil P. The slow release of legacy P therefore represents a long-term risk to the recovery of the lake. To help mitigate this risk, we present a methodology to spatially map out the source areas with the greatest potential of erosional export of legacy soil P to surface waters. These areas should be prioritized in soil conservation efforts.",G22-38001,151717,10.1016/j.scitotenv.2021.151717,Van Staden-2022-Agricultural
A stochastic modelling approach to forecast real-time ice jam flood severity along the transborder (New Brunswick/Maine) Saint John River of North America,"Apurba Das, Sujata Budhathoki, Karl-Erich Lindenschmidt, ",,G22-39001,1903-1915,10.1007/s00477-022-02234-x,Das-2022-A
"Application of L-band SAR for mapping tundra shrub biomass, leaf area index, and rainfall interception","Qianyu Chang, Simon Zwieback, Ben DeVries, Aaron A. Berg, ","Rapid shrub expansion has been observed across the Arctic, driving a need for regional-scale estimates of shrub biomass and shrub-mediated ecosystem processes such as rainfall interception. Synthetic-Aperture Radar (SAR) data have been shown sensitive to vegetation canopy characteristics across many ecosystems, thereby potentially providing an accurate and cost-effective tool to quantify shrub canopy cover. This study evaluated the sensitivity of L-band Advanced Land Observing Satellite 2 (ALOS-2) data to the aboveground biomass and Leaf Area Index (LAI) of dwarf birch and alder in the Trail Valley Creek watershed, Northwest Territories, Canada. The σ° VH /σ° VV ratio showed strong sensitivity to both LAI (R 2 = 0.72 with respect to in-situ measurements) and wet aboveground biomass (R 2 = 0.63) of dwarf birch. Our ALOS-2-derived maps revealed high variability of birch shrub LAI and biomass across spatial scales. The LAI map was fed into the sparse Gash model to estimate shrub rainfall interception, an important but under-studied component of the Arctic water balance. Results suggest that on average across the watershed, 17 ± 3% of incoming rainfall was intercepted by dwarf birch (during summer 2018), highlighting the importance of shrub rainfall interception for the regional water balance. These findings demonstrate the unexploited potential of L-band SAR observations from satellites for quantifying the impact of shrub expansion on Arctic ecosystem processes. • L-band SAR is a skillful predictor for tundra shrub biomass and leaf area index. • High spatial variation in tundra shrub cover captured by L-band SAR. • Distributed rainfall interception by shrub mapped across the watershed. • Amount of interception closely linked to shrub leaf area index.",G22-40001,112747,10.1016/j.rse.2021.112747,Chang-2022-Application
Review of GPM IMERG performance: A global perspective,"Rajani K. Pradhan, Yannis Markonis, Mijael Rodrigo Vargas Godoy, Anahí Villalba-Pradas, Konstantinos M. Andreadis, Francesco Marra, Simon Michael Papalexiou, Akif Rahim, Francisco J. Tapiador, Martin Hanel, ","• A comprehensive review and analysis of IMERG validation studies from 2016 to 2019. • There is robust representation of spatio-temporal patterns of precipitation. • Discrepancies can be found in extreme and light precipitation, and the winter season. • The 30-min scale has not yet been sufficiently evaluated. • Using IMERG in hydrological simulation results to high variance in their performance. Accurate, reliable, and high spatio-temporal resolution precipitation data are vital for many applications, including the study of extreme events, hydrological modeling, water resource management, and hydroclimatic research in general. In this study, we performed a systematic review of the available literature to assess the performance of the Integrated Multi-Satellite Retrievals for GPM (IMERG) products across different geographical locations and climatic conditions around the globe. Asia, and in particular China, are the subject of the largest number of IMERG evaluation studies on the continental and country level. When compared to ground observational records, IMERG is found to vary with seasons, as well as precipitation type, structure, and intensity. It is shown to appropriately estimate and detect regional precipitation patterns, and their spatial mean, while its performance can be improved over mountainous regions characterized by orographic precipitation, complex terrains, and for winter precipitation. Furthermore, despite IMERG's better performance compared to other satellite products in reproducing spatio-temporal patterns and variability of extreme precipitation, some limitations were found regarding the precipitation intensity. At the temporal scales, IMERG performs better at monthly and annual time steps than the daily and sub-daily ones. Finally, in terms of hydrological application, the use of IMERG has resulted in significant discrepancies in streamflow simulation. However, and most importantly, we find that each new version that replaces the previous one, shows substantial improvement in almost every spatiotemporal scale and climatic condition. Thus, despite its limitations, IMERG evolution reveals a promising path for current and future applications.",G22-40002,112754,10.1016/j.rse.2021.112754,Pradhan-2022-Review
Range shifts in a foundation sedge potentially induce large Arctic ecosystem carbon losses and gains,"Salvatore R. Curasi, Ned Fetcher, Rebecca Hewitt, Peter M. Lafleur, Michael M. Loranty, Michelle C. Mack, Jeremy A. May, Isla H. Myers-Smith, Susan M. Natali, Steven F. Oberbauer, Thomas E. Parker, Oliver Sonnentag, Sergio A. Vargas Zesati, Stan D. Wullschleger, Adrian V. Rocha, ","Abstract Foundation species have disproportionately large impacts on ecosystem structure and function. As a result, future changes to their distribution may be important determinants of ecosystem carbon (C) cycling in a warmer world. We assessed the role of a foundation tussock sedge ( Eriophorum vaginatum ) as a climatically vulnerable C stock using field data, a machine learning ecological niche model, and an ensemble of terrestrial biosphere models (TBMs). Field data indicated that tussock density has decreased by ~0.97 tussocks per m2 over the past ~38 years on Alaska’s North Slope from ~1981 to 2019. This declining trend is concerning because tussocks are a large Arctic C stock, which enhances soil organic layer C stocks by 6.9% on average and represents 745 Tg C across our study area. By 2100, we project that changes in tussock density may decrease the tussock C stock by 41% in regions where tussocks are currently abundant (e.g. -0.8 tussocks per m2 and -85 Tg C on the North Slope) and may increase the tussock C stock by 46% in regions where tussocks are currently scarce (e.g. +0.9 tussocks per m2 and +81 Tg C on Victoria Island). These climate-induced changes to the tussock C stock were comparable to, but sometimes opposite in sign, to vegetation C stock changes predicted by an ensemble of TBMs. Our results illustrate the important role of tussocks as a foundation species in determining future Arctic C stocks and highlights the need for better representation of this species in TBMs.",G22-41001,045024,10.1088/1748-9326/ac6005,Curasi-2022-Range
Hydrology of peat estimated from near-surface water contents,"Dimitre Dimitrov, Peter M. Lafleur, Oliver Sonnentag, Julie Talbot, William L. Quinton, ",,G22-42001,1702-1721,10.1080/02626667.2022.2099281,Dimitrov-2022-Hydrology
Warming response of peatland CO2 sink is sensitive to seasonality in warming trends,"Manuel Helbig, Tanja Živković, Pavel Alekseychik, Mika Aurela, Tarek S. El-Madany, Eugénie S. Euskirchen, Lawrence B. Flanagan, Timothy J. Griffis, Paul J. Hanson, J. Hattakka, Carole Helfter, Toshio Hirano, Elizabeth Humphreys, Gerard Kiely, Randall K. Kolka, Tuomas Laurila, Paul Leahy, Annalea Lohila, Ivan Mammarella, Mats Nilsson, A. Panov, Frans-Jan W. Parmentier, Matthias Peichl, Juha O. Rinne, D. T. Roman, Oliver Sonnentag, Eeva-Stiina Tuittila, Masahito Ueyama, Timo Vesala, Patrik Vestin, Scott A. Weldon, Per Weslien, Sönke Zaehle, ","Peatlands have acted as net CO2 sinks over millennia, exerting a global climate cooling effect. Rapid warming at northern latitudes, where peatlands are abundant, can disturb their CO2 sink function. Here we show that sensitivity of peatland net CO2 exchange to warming changes in sign and magnitude across seasons, resulting in complex net CO2 sink responses. We use multiannual net CO2 exchange observations from 20 northern peatlands to show that warmer early summers are linked to increased net CO2 uptake, while warmer late summers lead to decreased net CO2 uptake. Thus, net CO2 sinks of peatlands in regions experiencing early summer warming, such as central Siberia, are more likely to persist under warmer climate conditions than are those in other regions. Our results will be useful to improve the design of future warming experiments and to better interpret large-scale trends in peatland net CO2 uptake over the coming few decades.",G22-43001,743-749,10.1038/s41558-022-01428-z,Helbig-2022-Warming
"Tracking transient boreal wetland inundation with Sentinel-1 SAR: Peace-Athabasca Delta, Alberta and Yukon Flats, Alaska","Chun Chang Huang, Laurence C. Smith, E. D. Kyzivat, Jessica V. Fayne, Yisen Ming, Christopher Spence, ",,G22-44001,1767-1792,10.1080/15481603.2022.2134620,Huang-2022-Tracking
A Coupled Thermal‐Hydraulic‐Mechanical Approach to Modeling the Impact of Roadbed Frost Loading on Water Main Failure,"Xiang Huang, David L. Rudolph, Brittney K. Glass, ","Subsurface pipe failures in cold regions are generally believed to be exacerbated by differential strain in shallow soils induced by seasonal freeze and thaw cycles. The transient stress–strain fields resulting from soil water phase change may influence the occurrence of local buried pipe breaks including those related to urban water mains. This work proposes that freezing-induced frost loading results in uneven stress–strain distributions along the buried water mains placing them at risk of bending, breaking, and/or leaking. A coupled thermal-hydraulic-mechanical (THM) model was developed to illustrate the interactions among moisture, temperature, and stress–strain fields within variably saturated freezing soils. Several typical cases involving highly frost-susceptible and lower frost-susceptible soils underlying roadbeds were examined. Results show that the magnitude of frost-induced compressive stress and strain changes between different frost-susceptible soils can vary significantly. Such substantial differences in stress–strain fields would increase the breakage risk of water mains buried within different types of soils. Furthermore, even water mains buried within soils with low frost-susceptibility are at risk when additional sources of soil water exist and are available to migrate to the freezing front. To reduce the risk of damage to buried pipe-like infrastructure, such as municipal water mains, from soil freezing phenomena, the selected backfill material should have fairly consistent frost susceptibility or a broad zone of transition should be considered between materials with significantly different frost susceptibility. In addition, buried pipes should be kept as far away from external sources of subsurface water as possible considering the potential for the water source to exacerbate the level of risk to the pipe.",G22-45001,,10.1029/2021wr030933,Huang-2022-A
Cooling Effects Revealed by Modeling of Wetlands and Land‐Atmosphere Interactions,"Z. P. Zhang, Feng Chen, Michael Barlage, Lauren E. Bortolotti, J. Famiglietti, Z. B. Li, Xinwen Ma, Y. Li, ","Wetlands are important ecosystems—they provide vital hydrological and ecological services such as regulating floods, storing carbon, and providing wildlife habitat. The ability to simulate their spatial extents and hydrological processes is important for valuing wetlands' function. The purpose of this study is to dynamically represent the spatial extents and hydrological processes of wetlands and investigate their feedback to regional climate in the Prairie Pothole Region (PPR) of North America, where a large number of wetlands exist. In this study, we incorporated a wetland scheme into the Noah-MP land surface model with two major modifications: (a) modifying the subgrid saturation fraction for spatial wetland extent and (b) incorporating a dynamic wetland storage to simulate hydrological processes. This scheme was evaluated at a fen site in central Saskatchewan, Canada and applied regionally in the PPR with 13-year climate forcing produced by a high-resolution convection-permitting model. The differences between wetland and no-wetland simulations are significant, with increasing latent heat and evapotranspiration while suppressing sensible heat and runoff in the wetland scheme. Finally, the dynamic wetland scheme was applied in the Weather Research and Forecasting (WRF) model. The wetlands scheme not only modifies the surface energy balance but also interacts with the lower atmosphere, shallowing the planetary boundary layer height and promoting cloud formation. A cooling effect of 1–3°C in summer temperature is evident where wetlands are abundant. In particular, the wetland simulation shows reduction in the number of hot days for >10 days over the summer of 2006, when a long-lasting heatwave occurred. This research has great implications for land surface/regional climate modeling and wetland conservation, especially in mitigating extreme heatwaves under climate change.",G22-45002,,10.1029/2021wr030573,Zhang-2022-Cooling
Time to Update the Split‐Sample Approach in Hydrological Model Calibration,"Hongren Shen, Bryan A. Tolson, Juliane Mai, ",,G22-45003,,10.1029/2021wr031523,Shen-2022-Time
"A Comparative Policy Analysis of Wild Food Policies Across Ontario, Northwest Territories, and Yukon Territory, Canada","Connor Judge, Andrew M. Spring, Kelly Skinner, ","Access to and availability of food harvested from the land (called traditional food, country food, or wild food) are critical to food security and food sovereignty of Indigenous People. These foods can be particularly difficult to access for those living in urban environments. We ask: what policies are involved in the regulation of traditional/country foods and how do these policies affect access to traditional/country food for Indigenous Peoples living in urban centers? Which policies act as barriers? This paper provides a comparative policy analysis of wild food policies across Ontario, the Northwest Territories (NWT), and the Yukon Territory, Canada, by examining and making comparisons between various pieces of legislation, such as fish and wildlife acts, hunting regulations, food premises legislation, and meat inspection regulations. We provide examples of how some programs serving Indigenous Peoples have managed to provide wild foods, using creative ways to operate within the existing system. While there is overwhelming evidence that traditional/country food plays a critical role for the health and well-being of Indigenous Peoples within Canada, Indigenous food systems are often undermined by provincial and territorial wild food policies. Provinces like Ontario with more restrictive policies may be able to learn from the policies in the Territories. We found that on a system level, there are significant constraints on the accessibility of wild foods in urban spaces because the regulatory food environment is designed to manage a colonial market-based system that devalues Indigenous values of sharing and reciprocity and Indigenous food systems, particularly for traditional/country foods. Dismantling the barriers to traditional/country food access in that system can be an important way forward.",G22-46001,,10.3389/fcomm.2022.780391,Judge-2022-A
Characterizing tundra snow sub-pixel variability to improve brightness temperature estimation in satellite SWE retrievals,"Julien Meloche, Alexandre Langlois, Nick Rutter, Alain Royer, Josh J. King, Branden Walker, Philip Marsh, E. Wilcox, ","Abstract. Topography and vegetation play a major role in sub-pixel variability of Arctic snowpack properties but are not considered in current passive microwave (PMW) satellite SWE retrievals. Simulation of sub-pixel variability of snow properties is also problematic when downscaling snow and climate models. In this study, we simplified observed variability of snowpack properties (depth, density, microstructure) in a two-layer model with mean values and distributions of two multi-year tundra dataset so they could be incorporated in SWE retrieval schemes. Spatial variation of snow depth was parameterized by a log-normal distribution with mean (μsd) values and coefficients of variation (CVsd). Snow depth variability (CVsd) was found to increase as a function of the area measured by a remotely piloted aircraft system (RPAS). Distributions of snow specific surface area (SSA) and density were found for the wind slab (WS) and depth hoar (DH) layers. The mean depth hoar fraction (DHF) was found to be higher in Trail Valley Creek (TVC) than in Cambridge Bay (CB), where TVC is at a lower latitude with a subarctic shrub tundra compared to CB, which is a graminoid tundra. DHFs were fitted with a Gaussian process and predicted from snow depth. Simulations of brightness temperatures using the Snow Microwave Radiative Transfer (SMRT) model incorporating snow depth and DHF variation were evaluated with measurements from the Special Sensor Microwave/Imager and Sounder (SSMIS) sensor. Variation in snow depth (CVsd) is proposed as an effective parameter to account for sub-pixel variability in PMW emission, improving simulation by 8 K. SMRT simulations using a CVsd of 0.9 best matched CVsd observations from spatial datasets for areas > 3 km2, which is comparable to the 3.125 km pixel size of the Equal-Area Scalable Earth (EASE)-Grid 2.0 enhanced resolution at 37 GHz.",G22-47001,87-101,10.5194/tc-16-87-2022,Meloche-2022-Characterizing
Applying Machine Learning and Time-Series Analysis on Sentinel-1A SAR/InSAR for Characterizing Arctic Tundra Hydro-Ecological Conditions,"Michael L. Merchant, Mayah Obadia, Brian Brisco, Ben DeVries, Aaron A. Berg, ","Synthetic aperture radar (SAR) is a widely used tool for Earth observation activities. It is particularly effective during times of persistent cloud cover, low light conditions, or where in situ measurements are challenging. The intensity measured by a polarimetric SAR has proven effective for characterizing Arctic tundra landscapes due to the unique backscattering signatures associated with different cover types. However, recently, there has been increased interest in exploiting novel interferometric SAR (InSAR) techniques that rely on both the amplitude and absolute phase of a pair of acquisitions to produce coherence measurements, although the simultaneous use of both intensity and interferometric coherence in Arctic tundra image classification has not been widely tested. In this study, a time series of dual-polarimetric (VV, VH) Sentinel-1 SAR/InSAR data collected over one growing season, in addition to a digital elevation model (DEM), was used to characterize an Arctic tundra study site spanning a hydrologically dynamic coastal delta, open tundra, and high topographic relief from mountainous terrain. SAR intensity and coherence patterns based on repeat-pass interferometry were analyzed in terms of ecological structure (i.e., graminoid, or woody) and hydrology (i.e., wet, or dry) using machine learning methods. Six hydro-ecological cover types were delineated using time-series statistical descriptors (i.e., mean, standard deviation, etc.) as model inputs. Model evaluations indicated SAR intensity to have better predictive power than coherence, especially for wet landcover classes due to temporal decorrelation. However, accuracies improved when both intensity and coherence were used, highlighting the complementarity of these two measures. Combining time-series SAR/InSAR data with terrain derivatives resulted in the highest per-class F1 score values, ranging from 0.682 to 0.955. The developed methodology is independent of atmospheric conditions (i.e., cloud cover or sunlight) as it does not rely on optical information, and thus can be regularly updated over forthcoming seasons or annually to support ecosystem monitoring.",G22-48001,1123,10.3390/rs14051123,Merchant-2022-Applying
Understanding among-lake variability of mercury concentrations in Northern Pike (Esox lucius): A whole-ecosystem study in subarctic lakes,"Mehdi Moslemi-Aqdam, Leanne F. Baker, Jennifer L. Baltzer, Brian A. Branfireun, Marlene S. Evans, Brian B. Laird, George C. Low, Mike Low, Heidi K. Swanson, ","Mercury concentrations ([Hg]) in fish reflect complex biogeochemical and ecological interactions that occur at a range of spatial and biological scales. Elucidating these interactions is crucial to understanding and predicting fish [Hg], particularly at northern latitudes, where environmental perturbations are having profound effects on land-water-animal interactions, and where fish are a critical subsistence food source. Using data from eleven subarctic lakes that span an area of ~60,000 km2 in the Dehcho Region of Northwest Territories (Canada), we investigated how trophic ecology and growth rates of fish, lake water chemistry, and catchment characteristics interact to affect [Hg] in Northern Pike (Esox lucius), a predatory fish of widespread subsistence and commercial importance. Results from linear regression and piecewise structural equation models showed that 83% of among-lake variability in Northern Pike [Hg] was explained by fish growth rates (negative) and concentrations of methyl Hg ([MeHg]) in benthic invertebrates (positive). These variables were in turn influenced by concentrations of dissolved organic carbon, MeHg (water), and total Hg (sediment) in lakes, which were ultimately driven by catchment characteristics. Lakes in relatively larger catchments and with more temperate/subpolar needleleaf and mixed forests had higher [Hg] in Northern Pike. Our results provide a plausible mechanistic understanding of how interacting processes at scales ranging from whole catchments to individual organisms influence fish [Hg], and give insight into factors that could be considered for prioritizing lakes for monitoring in subarctic regions.",G22-49001,153430,10.1016/j.scitotenv.2022.153430,Moslemi-Aqdam-2022-Understanding
